full_text,generated
오늘도 역시나 건강 주스로 하루를 시작하는 나.오랫동안 먹어 오던 습관이 있어서 이제 안 먹으면 건강이 악화될까부정적인 생각까지 드네요.. 너무 자주 갈아서 집에 있던 믹서기 사망하시고새로 하나 장만해서 가지고 왔습니다. 상품 후기 시작할게요~일단 조작버튼이 간단해서 마음에 들었어요. 너무 복잡한 건 딱 질색이거든요.버튼 하나만 눌러주면 위잉~ 열심히 돌아 가니깐 마음에 들었습니다.그런데 밑에 잡아주는 고무판이 없어서 최고 속도로 돌릴 때 몸체가 흔들리네요.이러다가 쓰러지는 건 아닌지.. 밑에 소재를 더 단단하게 만들었으면 하는 바람이 있습니다~,0
모든 부분이 마음에 들긴 하는데요... 정말 디자인 때문에 사용하기가 싫습니다 ㅜㅜ친구한테 추천받아서 사용하고 있는 스피커입니다.. 친구 집 놀러 갔는데 음질이 너무 좋길래 어디 거냐고 물어봤었거든요.. 친구도 책상 아래쪽에 숨기고 사용하길래 왜인지 궁금했는데 역시나 디자인 때문이었던 것 같습니다...이거 상품평을 어떻게 써야 할지도 사실 잘 모르겠어요.. 음질은 정말 좋지만 디자인 때문에 점수가 다 깎인다고 할까요....?정말 애매합니다.. 그래도 저는 디자인을 많이 보는 사람이기 때문에 시간을 되돌린다면 구입을 하진 않을 것 같아요 ㅠㅠ,0
야외에 가서나 집에서나 편하게 막 쓰는 블루투스 스피커 하나 장만하려고 이것 저것 알아보다 가겨대비 성능이 괜찮다고 추천해줘서 구매하게 되었습니다. 그런데 충전할때도 뜨근뜨근 해져서 충전할때라 그런가 보다 했는데 한시간 이상만 음악을 틀어놓으면 발열감이 느껴지네요 ㅜㅜ 그리고 제품 밑면에 음량을 조절하는 버튼이 있는데 버튼이 미세하게 조절이 되지 않네요.. 그래서 블루투스로 음량 조절을 제대로 하지 못해서 핸드폰으로 연결해서 핸드폰 음량으로 조절하네요. 조금 돈을 더 주고라도 좋은 제품을 살걸~ 좀 후회되네요. 구매하실분 참고하세요,0
남편이 안마의자가 집에 있었으면 해서 안마의자를 구매하려던 중 딱 필요한 기능만 있는 안마의자를 찾게되어 구매하게 되었어요 금액대가 더 높은것은 여러가지 기능은 있을수 있으나 실 사용은 모든 기능을 다 사용하게 되진 않더라구요매장에 방문해서 실제로 앉아보고 안마감이 편한 제품이어서 선택하게 되었습니다 안마의자는 역시 앉아보고 결정하란말이 맞더군요 제 신체 싸이즈를 인식해 줘서 딱 맞춰 안마를 해 줘서 찌뿌둥한 몸이 개운해 지는 느낌이었습니다 색상도 거실과 잘 어울리는 화이트와 모카 브라운이라 튀지않고 적절해서 인테리어에도 굿 입니다,0
"스마트 선풍기라는 명성이 궁금하여 블로그와 동영상으로 보다가 구입을 했습니다.무선으로 구입을 했는데 사용 설명서가 중국어라 제품을 조립하는데 너무 어렵고 힘들어서 다른 블로그와 동영상을 참고해서 했어요 ㅠㅠ그리고 리모컨으로 조작시 한 번에 강풍으로 직관적인 조작이 어렵고 스마트폰에서 어렵게 세팅을 해야해서 번거롭습니다.회전을 멈추고 싶을때도 여러번 눌러서 맞춰야 하는 단점이 있습니다. 소프트웨어적으로 길게 누르면 한번에 최대 동작이 되도록 되었으면 좋겠습니다.밑 부분에 배터리 잔량이 표시가 되어서 충전 해야할 시기에 맞춰서 바로 할 수 있는 점은 좋은 점인 것 같습니다.알림음, 조명, 기기 오작동 알림, 자녀보호 기능 등 다양한 기능을 앱을 통해 사용 가능해서 스마트하신 분들이 호기심으로 사보시면 좋을 것 같습니다.",0
역시 이어폰은 뭐니뭐니해도 화이트입니다~~~ 블랙이랑 화이트 중에 고민을 엄청 많이 했어요.... 화이트는 금방 때 타고 스크래치 나는 게 불안해서 블랙하려다가 에라 모르겠다 하고 지른 거였는데 ... 결과적으로는 화이트 사길 정말 정말 잘한 거 같습니다... 일단 동작 속도가 빨라서 페어링이 빠르게 잘되는 편이고 전화를 받아도 버벅이지 않아서 너무 성능 좋네요. 조작법도 어렵지 않으니 블루투스 연결만 할 줄 안다면 모두가 사용할 수 있습니다.... 음량 품질까지 완벽! 무엇보다 끊김이 없다는 게 제일 마음에 드네요~~ 블루투스는 소리 끊길때가 제일 빡치는데 이거는 아직 끊긴 적은 없었던 거 같아요,0
기존 믹서기가 고장나서 새로운 제품을 써볼 생각으로 검색하다 상품평이 많길래 구매해봤어요.박스를 열자마자 스텐재질에 기스가 많이 나있어 새상품인데 상태는 썩 좋지 않네요. 그래도 믹서기 기능만 충실하면 되지하고 작동시켰더니 작동소리도 너무 커요. 아침마다 주스 갈아 마시는데 이른 아침에는 못 쓸거 같아요 ㅠㅠ분쇄기능도 깔끔하게 분쇄되지않고 입자가 들쭉날쭉이네요. 그리고 한번씩 갈아지지않는 덩어리가 나와요. 갈으면서 한번씩 흔들어 줘야하나봐요;;이미 사용하던거라 반품도 안될텐데 이렇게 품질이 안 좋을 줄 알았으면 그냥 쓰던 제품이나 살걸 그랬어요 ㅠㅠ,0
"원래 이 브랜드만 사용하는데 터치 기능은 별로네요. 바람이 강해서 좋아요. 그런데 어디가 터치인지 전원 켜는 곳을 건드려도 꺼지고, 찬바람 더운바람 아무데나 부위를 건드려도 꺼지고.. 일부러 버튼 근처에 멀리하며 사용해 건드리지도 않아도 마음대로 꺼지는 것이 반복되고 도대체 어쩌라는 건지요.아무리 건드려도 또 켜지지는 않고 대체 뭔지 모르겠어요. 터치 너무 불편하네요. 아날로그 발식이 훨씬 낮겠어요. 소리는 좀 큰편이에요. 조용하진 않아요.그리고 터치온 저렴하지 않은데, 색상들이 저렴하게 나왔습니다. 실제 색상, 한숨 나옵니다.",0
"친구와 함께 차박 휴가를 가면서 구매하게 되었습니다.배송 받고 구성품이 깔끔하니 휴대하기 좋게 짜여 있어서 아주 기분이 좋았어요.그런데 차박가서 설치했더니 일단 자석으로 된 후크를 설치하기에는 한계가 좀 있구요.차 트렁크의 높이를 고려해야 하니 그 부분이 사실 스크린의 길이와 맞지 않는 제 차의경우는 (좌우개폐) 아주 난감했습니다.다음으로 시약각이 좋다는 부분이 있었는데, 실제로 사용해보니 스크린의 뒤틀림이나 흔들림이 있어서 영화를 보면서 바람이 불거나 하면 너무 많이 흔들립니다.차 밖이 아닌 차 안에서만 사용해야 할 것 같아요.",0
"여러가지 음식을 조리할 때는 가스레인지 3구가 실용적으로 잘 사용되서 정말 좋습니다. 큰냄비랑 작은 냄비, 후라이팬 등 다양한 조리도구를 이용해서 동시에 요리를 해야 하는 경우가 많습니다. 그런데 3구 간격이 서로 별로 차이가 나지 않아서 냄비끼리 닿아서 스파크가 일어나는 경우가 있더라구요.ㅠ 정말 위험한 일이죠?ㅜㅜ 좀 더 넓은 간격유지가 되었으면 좋겠다는 생각을 했네요~대부분의 가스레인지와 별반 차이가 없는 평범한 디자인은 좀 아쉬웠습니다.ㅜ 그치만 건전지 교환램프가 깜빡거려서 건전지 교환시기를 알려주니까 너무 편하더라구요.자동으로 불꽃을 조절해주는 스마트 센서 기능도 탑재되어 있어서 화재 발생 걱정은 덜었답니다^^ 편안한 마음으로 요리가 가능해진 거지요~ㅎㅎ 완전 좋아요!!!^^",0
맛벌이 부부로 초등학생 아이를 키우고 있어요. 요 근래 코로나 때문에 아이들이 온라인으로 수업을 하다 보니 아이들끼리 집에 있는 경우가 많으니 아이들이 온라인 수업을 하지 않는 동안에는 하루종일 티비를 보는 경우가 비일비재하더라구요. 그래서 티비 보는걸 더 말릴수는 없고 눈이라도 보호하라고 화질 좋은 티비로 교체했습니다. 괜히 티비보다 눈이 나빠지면 안되니까 ㅜㅜ 화질이 좋아서 그런지 확실히 눈이 편하긴 하네요. 그리고 외부에서 앱으로 티비를 끄고 킬수 있는 기능 정말 좋네요!! 앱으로 조작 가능해서 제가 외부에서 시간 조절도 할수 있어서 편리함에 완전 만족입니다.,0
"물건이 도착해서 부푼 마음을 안고 작동시켜봤는데 너무 실망스럽네요. 디지털 음악만 들어본 세대라 아날로그 음악에 대한 기대가 있었는데, LP판 소리가 정말 안 좋아요. 사은품으로 준 LP판이 문제인 건지, 턴테이블이 문제인 건지 이렇게 소리가 늘어져 나와도 되는 걸까요? 일관성 있게 늘어지면 또 그런 건가 봐 하겠는데 빨랐다 느렸다 짜증나서 못 듣겠어요. 나름 디자인도 예쁘고 앙증 맞아서 내 취향에 딱인 제품인데, 인테리어 용품을 산 것도 아니고 작동이 제대로 안 되니 반품해야겠어요. 레트로 턴테이블 하나 가지고 싶어서 큰 맘 먹고 주문한 건데 아쉽고 속상하네요.",0
"겨울만 되면 사무실에서 사용하려고 발 히터를 많이 찾아봤어요. 처음엔 난로를 했는데 너무 뜨겁고 잘못하다가 화상입고 화재 위험성이 높아서요.ㅜ그래서 발히터를 검색하다 보니, 요런 풋 히터가 있더라구요. PTC히터 방식이라 세라믹 재질의 반도체 소재로 다른 히터보다 수명이 길고, 공기중의 산소와 반응하지 않기 때문에 대기 오염 원인이 되는 산화가스를 발생 시키지 않아 오래 오래 쓸 수 있겠어요. 품질면에서는 불꽃이나 그을림 연기 등이 없어서 너무 좋구요. 소음도 크지 않았어요. 저소음이예요. 발모양에 맞춰 발전용으로 하는 히터라 너무너무 좋아요. 화상입을 일도 없고 발만 따뜻하게 너무 잘 사용하고 있답니다.",0
배송 오자마자 돌려보니 바로 작동 되더라구요.가을이라 니트를 많이 입고 다니는데 보풀 일어나서 많이 지저분해 보이거든요.항상 사야지 하고 생각만하고 있다가 이번에 구입했어요.조그만게 힘이 쎄더라고요~기존 쓰던 제품보다 소음이 있는듯 하구요.성능도 살짝 떨어지지만 괜찮아요. 1회용 면도기로 보풀 제거했는데 기계로 하니 편하고 좋네요.최고는 잘되는 편은 아니고 가격 생각하면 좋습니다.엄청 드라마틱한 효과는 아니지만 수시로 보풀 제거해주니 확실히 깔끔하네요.가성비 좋아요.좋아하는 트레이닝복이 두번 세탁으로 보풀이 엄청 일어나서 새걸로 밀어볼려고 샀는데살짝 아쉽네요.,0
동생이 이번에 대학을 서울로 가면서 혼자 독립해서 자취를 하게 되었어요. 예전에 저 대학때 자취하던 생각도 나고 그때 혼자 있는데 티비도 없으면 더 무섭고 그렇더라구요. 그래서 큰 맘 먹고 선물로 사준 제품입니다. 이사할때 따라가서 구입한 티비 같이 연결해서 봤는데 스마트 기능이 없어 인터넷 연결이나 핸드폰 미러링 기능도 없고 기능이 정말 기본적인 것만 갖춰진 티비였어요ㅜㅜ 조금 더 좋은 걸 사줄걸~ 하는 후회가 되네요.  그래도 에너지 효율은 1등급이니 늦게까지 티비 틀어놔도 전기세 걱정은 없어 좋겠다는  긍정적인 동생을 보니 마음이 놓이네요.,0
에어프라이어는 제가 외출하고 없을 때 아이들이 쉽고 간단하게 간식을 챙겨먹을 수 있는 주방가전으로 쓰임이 아주 좋습니다. 대가족인 관계로 요번에 대용량 24리터의 에어프라이어를 구매하여 마음껏 음식 조리를 할 수 있어서 만족스러웠습니다. 가족이 많은 분들에게는 꼭 추천하고 싶습니다!!! 에어프라이어를 사용할 때 음식이 잘 조리되고 있는지 궁금할 때가 많습니다. 그렇다보니 전면이 2중 글라스 도어로 되어 있어 잘 보여서 음식조리상태 확인을 매우 편리하게 할 수 있는 장점이 있습니다. 진짜 좋아요!!!^^**ㅎㅎㅎ 오븐형 사각 디자인으로 스타일리쉬해서 주방과도 잘 어울려서 멋스럽습니다~~!!!,0
결혼 혼수로 가전 찾다가 딱 마음에 드는 패키지 제품을 찾았어요^^외관과 컬러는 무난하게 선택했어요~ 패널 선택하는 냉장고도 한때 고민했었지만 기본만 보고 결정했어요^^며칠사용한 후기는 이렇습니다~인버터 콤프레셔는 전기값 절감을 해주는 큰 장점이 있지만 작동 시 소음을 발생시키는 점은 살짝 아쉽습니다.큰 소음은 아니어도 저 같이 예민 귀를 가진 사람은 단번에 느낄 정도에요^^냉동고의 슬라이딩 선반은 물건 찾는 시간을 단축시키고 서로 보관물들이 뒤엉키는 것이 없어요~주의 하실 점은 공간이 약간 협소해 냉장고 문이 활짝 열리지 않는다면  무용지물 되버립니다.꼭 냉장고 문이 활짝 열리는 공간이 되는지 체크하시고 구입하세요^^,0
"드라이기가 오래돼서 망가졌는데 복잡한 것보다 심플한 걸 선호해서요.디자인도 심플하고 가벼운 데다가 스위치도 이것도 조절하고 저것도 조절하고 하지 않고 그냥 강/약/냉풍 끝! 저는 도리어 복잡하지 않아서 더 좋더라고요.요즘은 풍속도 조절 해야지, 풍온도 조절 해야지... 에이 바빠 죽겠는데... 심플 이즈 베스트! 입니다.그리고 굳이 바람세기가 노즐이 필요하지 않고 단순한 형태로 써도 괜찮은데 노즐이 필요한 분들을 위해서 노즐을 두 가지 타입으로 같이 주더라고요. 주말에 스타일링이 필요할 때 쓰면 괜찮은 거 같아서 하나 사용해 봤는데 그냥 직장 출근용으로 말리는데 목적일 때 하고는 느낌인지 또 다르더라고요. 다목적으로 필요할 때 쓰면 좋은 거 같아요.",0
유명하다는 드라이기도 다 써 봤지만 이 제품이 두피 관리된다고 해서 정말 비싼데 고민하다가 구매하게 되었어요. 많이 망설이기도 했지만 제 두피가 더 소중하니 그냥 질렀습니다. 최근에 머리카락이 너무 많이 빠져서 고민이었는데 헤어숍에서 관리 받는데도 너무 한계가 느껴져서 평소에 관리 잘 할 수 있다고 하니 믿고 구매했는데 사용해 보니 그냥 하는 말은 아닌 걸 느끼게 되네요. 두피도 아주 뽀송하게 말려주는 것 같아요. 두피 케어랑 모발까지 관리해 주고 건조도 빨리 되서 좋아요. LED 파장이 표피랑 진피까지 깊숙이 침투된다고 하더니 그 효과가 있는 것 같아요.두피가 시원하게 마르는 느낌이 너무 상쾌하고 좋습니다.덕분에 간지러움 증도 많이 사라진 거 같아요. 그런데 가격이 고가라 구매하는데 고민 많이 했어요. 가격 빼면 다 맘에 듭니다.,0
아이보리 레드 블랙 전부 마음에 들어서 뭘 고를지 고민하다  우리집 분위기에 가장 잘 어울릴 듯한 아이보리 제품으로 골랐는데 정말 마음에 들어요. 디자인이 멋스러워 인테리어 효과도 있고 턴테이블에 LP판을 올려놓고 음악을 틀면 집안 분위기가 카페 느낌 물씬나네요. 커피 한잔 마시며 옛날 추억에 잠겨있기 딱 좋아요. 예전부터 가지고 있던 LP판을 차마 버리지 못하고 보관만 하고 있었는데 다시 듣게 되니 기분이 정말 좋네요. 집에서 라디오 듣기가 쉽지 않은데 라디오도 들을 수 있어 실용적이라 좋아요 라디오를 작동하면 은은한 무드등이 켜지는데 분위기 있습니다. 요즘은 집에서 LP판으로 음악을 듣거나 FM 라디오를 들으며 시간을 보내는데 마음이 여유로워지는 것 같아서 좋아요.,0
"집에서 음악 들을때 사용하려고 구입한 블루투스 스피커예요. 색상은 블랙, 화이트, 블루, 레드 4가지가 지원되는데 그중 제일 무난한게 검정이라고 생각들어 검정으로 선택했어요. 색상은 마음에 드네요.. 검정이라 어디에 놔도 잘 어울리고 라이트를 틀어놓으면 검정이랑 엄청 잘 어울려 마음에 들어요.. 그런데 무게가 너무 가볍네요.. 평소 휴대할땐 좋을거 같긴 한데 너무 가벼우니 우리집 고양이들이 지나다니다 슬쩍 거들이기만 해도 움직이고 떨어질뻔한게 한두번이 아니네요..ㅜㅜ 그거 빼고는 만족하는 제품입니다. 앞으로 오래 잘 사용하면 좋겠네요",0
분유 포트라 해서 저는 진짜 분유를 끓여도 되는줄 알았는데그건 아니네요 ㅎㅎ커피 끓여도 되는 줄 알고 커피 넣고 끓이다가 폭발할 뻔....내가 사용을 잘못한건가.. 그럴수도 있는데 아무 설명도 없고 이건 머 먼가 과대 광고에 속아 산 느낌이에요 물만 끓일 수 있어 중탕을 해야 하는거네요... 왠지 허무하고 이게 먼가요 디자인도 왠지 좀 후진 느낌이랄까요 애기 분유 데우고 할때는 용량이 큰게 좋아서 품평도 좋고 해서 믿고 샀는데 끓어 넘치는거 보고 순간 속은 느낌 나고 너무 별로에요...내돈 주고 사서 이게 먼가요 진짜 ㅠ,0
"집에 식구들이 많다 보니깐 넉넉하게 큰 용량의 세탁기가 필요하더라구요. 세탁기를 바꿀 때 그 부분을 고려했는데 세련되고 예쁜 디자인도 마음에 들고,  용량도 23KG의 드럼 세탁기가 있어서 바로 질렀습니다. 빨래를 자주 많이 돌리다 보니 아무래도 큰 용량이 좋겠다 싶어서 구입한 건데 진짜로 많은 빨래의 양을 빠른 시간내에 해결해 주니 행복감마저 느끼게 되더라구요. 대용량으로 구입하길 진짜 잘 한 거 같아요! ^^게다가 빨래를 많이 하다 보면 세탁기의 위생도 걱정이 되는데 이 제품은 무세제로 통세척해서 쓰게 되어 있어서 세탁조 관리하기도 너무 편리하더라구요. 세탁조 청소 없이 그냥 쓰는 건 빨래가 깨끗해지는게 아니니깐요. 정기적으로 무세재 통세척으로 세탁조 관리하면 위생적으로 세탁기를 쓸 수 있을 거 같아서 진짜 만족합니다.",0
가게에 놓고 사용하려고 전기 모기채 구매했어요.모기는 아주 잘 잡힙니다. 가벼워서 사용하기 무리 없이 편하고 좋아요.배터리도 한 번 충전하면 4~5시간은 유지돼서 오전에 충전하고 저녁 무렵까지 충분히 사용하고 있습니다.충전 방식도 USB 충전 방식이라 어디서나 손쉽게 충전이 가능하네요전기모기채에 LED 등도 들어와서 구석진 곳에 날아든 모기도 잡혀요. ㅎㅎ 어두운 곳에서 사용 가능해서 아주 좋네요.디자인도 이쁘고 거치대까지 있어서 아무대나 놓고 안찿아도 되서 보관도 용이합니다. 이건 가게에 두고 사용하고 집에도 하나 사둬야 겠어요.,0
기다리던 제품 받았어요. 받자마자 설치해 봤는데 밝게 잘 나오고 명암대비도 훌륭합니다.영화광이라서 영화 보려고 주문했는데 어두운 장면 불편하지 않게 아주 잘 보입니다.좀 아쉬운 점은 밝기나 색감 조절 안되네요.디테일한 조절이 안되는 게 좀 아쉽습니다.그리고 한글은 지원되는데 한글타자가 안돼서 좀 불편합니다.그래도 소음도 거의 못 느낄 정도로 안 나서 만족스럽고 명암이나 이런 건 오전 만족이라 잘 사용할 거 같습니다.크기도 제가 원하던 사이즈라 미리 구매해둔 선반이랑 잘 어울려서 다행이에요.벽지에 쏴서 사용해 봤는데 무늬가 살짝 있는 벽지인데도 화면 선명하게 잘 보여요.,0
얼마 전에 차 우려 마시기 좋아 하시는 엄마께 사드렸던 애가 1+1이라고 해서 언니랑 같이 바로 구매했습니다.   차 망이 깊고 스텐이라서 위생적으로 차를 많이 우려내어서 보온 상태 유지된 따뜻한차를 즐길 수 있어서 정말 좋아요  색상도 세련되어서 질리는 느낌도 없고 내열 유리라 항상 새 것같이 잘 사용하게 될거 같아요  생뚱맞게 달걀 거치대가 있는데...ㅎㅎ 계란 삶아 먹고 싶은 생각은 저나 언니나없어요~ 저는 관절이 좀 좋지 않아서 우슬을 우려서 마시고 있는데 우슬 우릴때는 차망 사용을 안하고 포트 채로 우리고 있어요 ㅎㅎ 좋은 상품을 만나서 감사해요,0
아이가 어려서 아무래도 공기질에서 신경이 쓰이게 되더라구요. 그러다가 이 제품을 알게 됐네요. 1+1이라서 아이방과 주방에 설치 했구요. 컴팩트한 사이즈라서 과연 얼마나 효과가 있을지 의문이 들지만 대신 작은 사이즈고 플러그만 꽂으면 되는 거라서 원하는 장소에 설치가 편리해서 좋았습니다. 크게 공간을 차지하지 않아서 그 점이 이 제품을 제일 큰 장점이라고 저는 꼽고 싶네요. 주부인 저도 쉽게 필요한 공간에 설치할 수 있어서 공기질만 제대로 잡아준다면 될 거 같아요. 그리고 정화부와 본체가 분리되게 되어 있어서 세척하기도 편해서 위생적으로 관리할 수 있는 것 같아서 만족스럽네요. 청소가 힘들면 아무래도 꾸준히 사용하지 않게 되는데 이 제품은 청소를 쉽게 할 수 있기 때문에 위생적으로 사용할 수 있어서 마음에 들어요.,0
SNS에서 유심히 보고 있다가 세일하길래 빨리 구매했습니다.원래 애견 미용기도 사용하고 나면 기름칠하고 청소도 잘 해 놔야 녹도 안 슬고 오래 쓰는데 매번 관리 잘 못해놓고 이렇게 새로 자꾸 사게 되네요.그래도 기존에 갖고 있던 제품과 다르게 미용기와 부속품들을 보관하기 좋게 파우치가 함께 있어서 이건 보관도 잘 하고 사용도 잘 하게 될 거 같아요.충전기도 스탠딩으로 충전할 수 있게 돼서 너저분하지 않고 예쁘게 잘 세워서 충전할 거 같아요.이런 부속품들이 어떻게 신경 썼는지가 사실 구매자 입장에서는 꽤 감동을 먹게 되는 요소라 생각해요.잘 쓰고 오래 사용했으면 좋겠네요~,0
전기그릴을 구매하기 전에 유의할 것은 여러가지 다양한 요리가 가능한가? 음식이 빨리 식진 않을까? 음식을 얼마나 올릴 수 있을까? 온도조절은 몇 단계까지 있을까? 등의 내용입니다. 중요포인트라고 할 수 있지요.일반적인 그릴은 한가지 요리만 가능합니다. 하지만 이 제품은 바닥에 2가지 기능성이 있어서 듀얼로 사용하면서 다양한 요리를 맛볼 수 있답니다. 정말 좋은 기능을 가지고 있는 것 같습니다. 굿이네요~!!!??요리를 한 후에는 음식이 금방 식기 마련인데 U자열선으로 뛰어난 열 전도율을 갖고 있어서 음식이 식지 않도록 하는 것이랍니다. 그래서 따뜻한 음식을 먹을 수 있는 것이예요~!그릴팬의 가로 길이가 꽤 길어서 많은 양의 요리가 가능해서 좋구요. 게다가 5단계의 온도 설정으로 다이얼을 돌리면 간편하게 다양한 온도조절이 가능합니다.,0
캠핑을 다니다 보니 이동형 냉동고가 필요하게 되더라고요. 이 무빙냉동고는 콤프레샤 방식으로 냉동/냉장 기능이 다 가능해서 너무 좋아요. 냉동고에 고기부터 음료까지 가득 넣고 캠핑장 가서 다음날 까지 전혀 문제 없이 사용할 수 있어요. 마치 냉장고 하나를 갖고 다니는 느낌이에요. 용량도 29.5리터로 넉넉해서 4인 식구들이 음식 재료 넣고서 다닐만 해요. 그리고 우리집 차가 suv가 아니어도 세단 뒤트렁크에도 충분히 들어갈 수 있어서 여러모로 활용도가 좋은 제품입니다. 캠핑족인 우리 가족에게 이렇게 쓸모 있고 좋은 제품을 알게 해줘서 감사하네요. 앞으로 우리의 여행을 함께할 가족같은 아이에요!이상 내돈내산 찐 후기였습니다.,0
워낙 평판이 자자한 브랜드라 믿고 구매한건데 배송이 진짜 엉망진창이에요. 흔한 뽁뽁이 하나 없이 박스에 송장만 덩그라니 붙혀서 오다니 너무 충격적이에요. 안에 유리용기라도 깨졌으면 어쩔뻔했는지 진심 성의가 없이 느껴졌어요. 다른 제품에 그냥 주는 흔한 계량스푼 하나 없고 물 표시 선도 물받이통 안쪽에 자그만하게 그어있어 일일히 넣을때마다 뚜껑을 열어제끼고 볼려니 너무 불편하네요. 이정도이면 가격을 더 낮춰야하는거 아닌가 싶어요ㅠ.커피 종이 없이 커피를 내리면 커피 찌꺼기가 같이 나오고 커피종이를 끼고 내리면 커피가 옆으로 흘러넘쳐서 이건 도대체 어떻게 사용하라고 만든건지 따져 물어보고 싶네요. 앞으로 누가 이 제품 산다고 한다면 뜯어 말리고 싶네요. 최악이에요. 집에 있는 고물 커피메이커나 다시 써야겠어요 ㅠㅠ,0
기대했던 것보다 기능이 매우 실망스럽습니다.18단까지 가능하다는 조절기능을 보고 너무 큰 기대를 했나봐요.제일 높은 단계까지 바람을 올려도 성능이 그다지 만족스럽지 못한 것 같습니다.디자인도 사진과는 조금 다른 것 같네요.사진상으로는 심플해서 고급스러운 이미지인데 막상 받아보니 핏이나 모양이 투박한 편인 것 같아요.특히나 저희 집 인테리어와는 맞지 않는 스타일이예요.아쉬운 점이 굉장히 많은 제품이라 구매가 만족스럽지 못합니다.설명서를 보면 여러가지 기능이 지원되는 것 같긴한데 저에게 맞는 효율적인 기능은 잘 못찾겠어 아쉬울뿐입니다.,0
친구 집에 가서 친구가 사용하는 거 보고 알아와서 구매하게 됐습니다.오늘 배송받고 포장 뜯어보니 제품 구성이 아주 알찬 것 같아요.미용할 때 사용할 수 있게 일자 빗이 함께 들어있어서 유용하게 쓸 수 있을 거 같아요.일단 미용기 기계 자체 무게가 가벼워서 미용을 오래 해도 손목에 무리가 없는 점이 좋아요.특히 손으로 감싸 쥐는 부분에 버튼 조작이 쉽게 위치하고 있어 강약 조절을 바로 할 수 있어서 정말 만족스럽습니다. 미용하다 보면 버튼 위치 하나도 사실 너무 중요해요.애들에게는 미용도 스트레스라 빠른 시간 내에 완료해야 좋으니까요~지금은 괜찮게 느껴지는데 더 사용해 봐야겠어요~,0
동그랗고 귀여운 외모를 가진 1구짜리 인덕션을 보는 순간 너무 갖고 싶었어요.최저가 비교 열심히 하다가 싸게 사서 기분 좋아요 제품 검수타임~ 하자 없고 전원켜지고 어디 한군데 찍힘이나 이상한곳 발견 못했어요. ^^ 깨끗한 행주로 조심 조심 닦아 주고 테스트 하기 가장 좋은 물 끓이기 시전합니다.와우 빠름이예요. 이래서 인덕션 사는건가 봅니다.성격 급하고 한시라도 빠르게 조리되는걸 좋아하신다면 강추예요.인덕션 전용 용기만 사용가능해서 기존에 있던 냄비들중 골라써야 하는 단점이 있긴 해요. 그럼 어때요. 이렇게 빨리 끓는다면 다 이해합니다. 사이즈가 아주 작고 귀여워서 공간도 절약되는 제품이예요. 식탁 좁은곳에 활용하기 딱 좋은거 같습니다.,0
"손목을 거치할 수 있는 디자인의 제품을 찾다가 검색해서 구매하게 되었어요~너무 시원해서 구매하길 잘한것 같아요. 단계로 3단계로 나누어져 있어서 가볍게 1단계로 하다가 조금 풀어졌다 싶을 때 2,3단게로 단계를 점차 올려가며 사용하고 있네요. 너무 좋아요. 15분 타이머가 있어서 아무 생각 없이 하고 있다도 알아서 완료해 줘서 너무 편하네요. 티비 보면서 하고 있으면 온열기능까지 있으니 따뜻해서 하고 있으면 잠이 솔솔와요~ 만족합니다. 내 몸에 투자하는 것을 예전에는 망설였는데 구매하고나니 합리적인 선택이었다는 생각이 듭니다.하나 더 재구매해서 엄마 선물로 드리려구요. 강력 추천해요~",0
남편 세차 할 때 쓰라고 구매했습니다.사용설명서 보고 베란다에서 제가 한 번 사용해 봤어요. 사용해보니 청소하기 너무 편리한 거 같아요.일부러 쓸지 않고 그냥 세척기로만 해도 먼지가 다 떨어져 나가네요.무선이라 호스가 닿지 않는 베란다 끝까지 청소할 수 있어서 청소할 때 답답하던 느낌이 없어졌어요.단지 무게가 꽤 나가서 오래 청소하기에는 좀 손목이 아프고 힘들었어요. 소리도 생각보다는 커요. 어차피 야외에서 세차할 때 쓰려고 산거니 그건 큰 문제는 안 되는 거 같아요.장점 : 압력이 높음. 무선이라 편리.단점 : 무거움. 소음이 큼.,0
13년을 함께한 가스레인지 이제 고장이 났어요. 오래쓰기도 했고 부속도 없을것 같은 골동품 이제 그만 바이해야죠.우리집 인테리어에 정말 잘 어울리는 블랙을 주문했어요.싱크대 상판도 어두운 색이라서 너무 밝은 색은 부담스럽더라구요.설치놓으니 아주 환상의 짝꿍마냥 색상이 잘 어울립니다.정말 잘샀다 싶어요. ^^화력은 좋지만 가스소비량은 조금 들어서 에너지 효율도 높은편이예요.꿈의 효율이라 불릴만큼 가스비는 조금 나오긴 합니다. 가장 큰 단점 중 하나가 처음 불을 켤때 불꽃이 화기 밖으로 확~ 나오는건 좀 무섭네요. 이건 어떻게 고칠수 없는건가요.,0
